"Date","PFE_Close"
2020-01-02,30.4437789916992
2020-01-03,30.2804489135742
2020-01-06,30.2415466308594
2020-01-07,30.1404323577881
2020-01-08,30.3815536499023
2020-01-09,30.249324798584
2020-01-10,30.7160129547119
2020-01-13,30.6537990570068
2020-01-14,31.1671524047852
2020-01-15,31.6338348388672
2020-01-16,31.58717918396
2020-01-17,31.5093860626221
2020-01-21,31.377161026001
2020-01-22,31.2604885101318
2020-01-23,31.6649551391602
2020-01-24,30.9726943969727
2020-01-27,31.2371559143066
2020-01-28,29.6659698486328
2020-01-29,29.2303867340088
2020-01-30,29.1282348632812
2020-01-31,29.2618103027344
2020-02-03,29.4739723205566
2020-02-04,29.6154136657715
2020-02-05,29.9925689697266
2020-02-06,30.0632934570312
2020-02-07,29.8982887268066
2020-02-10,29.7096996307373
2020-02-11,29.9297142028809
2020-02-12,29.6546974182129
2020-02-13,29.0182266235352
2020-02-14,28.6882076263428
2020-02-18,28.5389156341553
2020-02-19,28.4681968688965
2020-02-20,28.169605255127
2020-02-21,28.0674533843994
2020-02-24,27.2424011230469
2020-02-25,26.6609382629395
2020-02-26,27.2816925048828
2020-02-27,26.7945137023926
2020-02-28,26.2602062225342
2020-03-02,27.407413482666
2020-03-03,26.9516735076904
2020-03-04,28.6017780303955
2020-03-05,27.8631610870361
2020-03-06,27.5174198150635
2020-03-09,26.5273590087891
2020-03-10,27.1795406341553
2020-03-11,25.2779979705811
2020-03-12,23.5886077880859
2020-03-13,25.7023067474365
2020-03-16,23.7143268585205
2020-03-17,25.2701396942139
2020-03-18,25.4272918701172
2020-03-19,23.9029121398926
2020-03-20,22.7949886322021
2020-03-23,22.3863849639893
2020-03-24,23.3371601104736
2020-03-25,23.3764495849609
2020-03-26,24.9479789733887
2020-03-27,24.2800750732422
2020-03-30,25.6708793640137
2020-03-31,25.6473064422607
2020-04-01,24.9479789733887
2020-04-02,25.828031539917
2020-04-03,26.4330654144287
2020-04-06,27.1638259887695
2020-04-07,26.4094924926758
2020-04-08,27.1874008178711
2020-04-09,27.8081493377686
2020-04-13,27.6117134094238
2020-04-14,28.6332092285156
2020-04-15,28.2639007568359
2020-04-16,28.193172454834
2020-04-17,29.002513885498
2020-04-20,28.3503284454346
2020-04-21,27.9888763427734
2020-04-22,28.4839096069336
2020-04-23,28.8296413421631
2020-04-24,29.3718204498291
2020-04-27,30.1182899475098
2020-04-28,29.788272857666
2020-04-29,29.9532871246338
2020-04-30,30.1418685913086
2020-05-01,29.5761241912842
2020-05-04,29.5604038238525
2020-05-05,30.2597389221191
2020-05-06,30.2597389221191
2020-05-07,29.3312282562256
2020-05-08,29.5375652313232
2020-05-11,30.2359294891357
2020-05-12,29.6486587524414
2020-05-13,29.4026546478271
2020-05-14,30.0930862426758
2020-05-15,29.9661064147949
2020-05-18,30.2121181488037
2020-05-19,29.9026222229004
2020-05-20,29.8629360198975
2020-05-21,29.5693073272705
2020-05-22,29.759765625
2020-05-26,29.7518405914307
2020-05-27,29.6883487701416
2020-05-28,30.2994136810303
2020-05-29,30.30735206604
2020-06-01,28.1408424377441
2020-06-02,28.6963520050049
2020-06-03,28.6963520050049
2020-06-04,28.5773086547852
2020-06-05,28.5614395141602
2020-06-08,29.0375938415527
2020-06-09,28.7360343933105
2020-06-10,28.5058860778809
2020-06-11,26.4266738891602
2020-06-12,26.7837944030762
2020-06-15,26.4742946624756
2020-06-16,26.5060348510742
2020-06-17,26.6330089569092
2020-06-18,26.3790607452393
2020-06-19,26.5219097137451
2020-06-22,26.2758941650391
2020-06-23,26.0060710906982
2020-06-24,25.545783996582
2020-06-25,25.6489543914795
2020-06-26,25.4267520904541
2020-06-29,25.9029026031494
2020-06-30,25.9505176544189
2020-07-01,26.775857925415
2020-07-02,27.386926651001
2020-07-06,27.386926651001
2020-07-07,27.0060024261475
2020-07-08,26.7837944030762
2020-07-09,26.5536556243896
2020-07-10,26.847282409668
2020-07-13,27.9424362182617
2020-07-14,27.9583110809326
2020-07-15,28.3471717834473
2020-07-16,28.2519416809082
2020-07-17,28.7677803039551
2020-07-20,28.9661769866943
2020-07-21,29.1169548034668
2020-07-22,30.6009788513184
2020-07-23,30.4819355010986
2020-07-24,29.886739730835
2020-07-27,29.7915115356445
2020-07-28,30.9660320281982
2020-07-29,31.1564922332764
2020-07-30,31.0443096160889
2020-07-31,30.8359546661377
2020-08-03,30.7317848205566
2020-08-04,30.7638378143311
2020-08-05,30.8119144439697
2020-08-06,30.6676712036133
2020-08-07,30.8119144439697
2020-08-10,30.7638378143311
2020-08-11,30.2830200195312
2020-08-12,30.715747833252
2020-08-13,30.5875282287598
2020-08-14,30.4993934631348
2020-08-17,30.7317848205566
2020-08-18,30.7397918701172
2020-08-19,30.6596622467041
2020-08-20,31.0282821655273
2020-08-21,31.1564922332764
2020-08-24,31.124439239502
2020-08-25,30.779857635498
2020-08-26,30.4913787841797
2020-08-27,30.3391208648682
2020-08-28,30.3791885375977
2020-08-31,30.2830200195312
2020-09-01,29.5537986755371
2020-09-02,29.8102245330811
2020-09-03,29.1691513061523
2020-09-04,29.1370983123779
2020-09-08,28.792516708374
2020-09-09,28.9928493499756
2020-09-10,28.5681304931641
2020-09-11,28.9047069549561
2020-09-14,29.6579723358154
2020-09-15,29.6179027557373
2020-09-16,29.4736595153809
2020-09-17,29.5057125091553
2020-09-18,29.3534526824951
2020-09-21,28.8646278381348
2020-09-22,29.048942565918
2020-09-23,28.8486042022705
2020-09-24,28.6562881469727
2020-09-25,28.8886756896973
2020-09-28,29.1611328125
2020-09-29,28.9848365783691
2020-09-30,29.4095497131348
2020-10-01,29.1451053619385
2020-10-02,29.1531238555908
2020-10-05,29.4496173858643
2020-10-06,28.9848365783691
2020-10-07,29.2252464294434
2020-10-08,29.5618114471436
2020-10-09,29.4816722869873
2020-10-12,29.5057125091553
2020-10-13,29.5698204040527
2020-10-14,29.537769317627
2020-10-15,29.2893505096436
2020-10-16,30.4112415313721
2020-10-19,30.2910327911377
2020-10-20,30.0426273345947
2020-10-21,29.7140693664551
2020-10-22,29.994535446167
2020-10-23,30.5955505371094
2020-10-26,30.3872089385986
2020-10-27,29.994535446167
2020-10-28,28.4078674316406
2020-10-29,28.2716312408447
2020-10-30,28.4319076538086
2020-11-02,29.0329170227051
2020-11-03,29.0008583068848
2020-11-04,29.9144039154053
2020-11-05,29.4610271453857
2020-11-06,29.4691257476807
2020-11-09,31.7359809875488
2020-11-10,31.3149890899658
2020-11-11,31.1692733764648
2020-11-12,30.4001617431641
2020-11-13,31.2664127349854
2020-11-16,30.2220478057861
2020-11-17,30.7532711029053
2020-11-18,30.9921970367432
2020-11-19,30.8812694549561
2020-11-20,31.3164539337158
2020-11-23,31.1628608703613
2020-11-24,31.2311229705811
2020-11-25,31.1713886260986
2020-11-27,31.7687034606934
2020-11-30,32.6902847290039
2020-12-01,33.6289215087891
2020-12-02,34.8150177001953
2020-12-03,34.2091751098633
2020-12-04,34.4224967956543
2020-12-07,35.1990089416504
2020-12-08,36.3168411254883
2020-12-09,35.7109909057617
2020-12-10,35.6085929870605
2020-12-11,35.088077545166
2020-12-14,33.458251953125
2020-12-15,33.0316047668457
2020-12-16,32.2892265319824
2020-12-17,32.4513511657715
2020-12-18,32.1526947021484
2020-12-21,31.8967037200928
2020-12-22,31.3505916595459
2020-12-23,31.9478988647461
2020-12-24,31.8028450012207
2020-12-28,31.4188480377197
2020-12-29,31.6151103973389
2020-12-30,31.3505916595459
2020-12-31,31.4103126525879
2021-01-04,31.4103126525879
2021-01-05,31.7345752716064
2021-01-06,31.4615116119385
2021-01-07,31.6236457824707
2021-01-08,31.6833801269531
2021-01-11,32.2294921875
2021-01-12,31.7260437011719
2021-01-13,31.4529857635498
2021-01-14,31.3591136932373
2021-01-15,31.3164539337158
2021-01-19,31.3420505523682
2021-01-20,31.1457862854004
2021-01-21,31.1287288665771
2021-01-22,31.1884632110596
2021-01-25,31.811372756958
2021-01-26,31.8369731903076
2021-01-27,30.9239253997803
2021-01-28,30.9325523376465
2021-01-29,30.9670600891113
2021-02-01,30.8808040618896
2021-02-02,30.1821041107178
2021-02-03,30.0527191162109
2021-02-04,30.0958366394043
2021-02-05,30.1217231750488
2021-02-08,30.0354652404785
2021-02-09,30.1648578643799
2021-02-10,29.9664459228516
2021-02-11,29.6990509033203
2021-02-12,29.9491958618164
2021-02-16,29.9233245849609
2021-02-17,30.0958366394043
2021-02-18,29.8111877441406
2021-02-19,29.7076740264893
2021-02-22,29.5524101257324
2021-02-23,29.2504978179932
2021-02-24,29.1124858856201
2021-02-25,29.1728668212891
2021-02-26,28.8882141113281
2021-03-01,29.060733795166
2021-03-02,28.9054641723633
2021-03-03,29.6645469665527
2021-03-04,29.5006561279297
2021-03-05,29.6645469665527
2021-03-08,29.6300392150879
2021-03-09,29.7163028717041
2021-03-10,30.1303462982178
2021-03-11,29.9405784606934
2021-03-12,30.1389656066895
2021-03-15,30.5443897247314
2021-03-16,30.9066753387451
2021-03-17,30.8721733093262
2021-03-18,30.8549289703369
2021-03-19,30.6478958129883
2021-03-22,31.0533218383789
2021-03-23,30.5012664794922
2021-03-24,30.7169132232666
2021-03-25,30.7686595916748
2021-03-26,31.2689723968506
2021-03-29,31.5881214141846
2021-03-30,31.1482105255127
2021-03-31,31.2517147064209
2021-04-01,31.3120994567871
2021-04-05,31.2948455810547
2021-04-06,31.0964450836182
2021-04-07,30.9756946563721
2021-04-08,31.0188159942627
2021-04-09,31.5708770751953
2021-04-12,31.8900356292725
2021-04-13,32.0539207458496
2021-04-14,32.0625495910645
2021-04-15,32.4334678649902
2021-04-16,33.2701797485352
2021-04-19,33.5807113647461
2021-04-20,33.6669692993164
2021-04-21,34.0982704162598
2021-04-22,33.3305625915527
2021-04-23,33.3478164672852
2021-04-26,33.3650665283203
2021-04-27,33.1666717529297
2021-04-28,33.4772071838379
2021-04-29,33.2960586547852
2021-04-30,33.339183807373
2021-05-03,34.357048034668
2021-05-04,34.4605522155762
2021-05-05,34.4778137207031
2021-05-06,34.1380882263184
2021-05-07,34.4778175354004
2021-05-10,34.7217140197754
2021-05-11,34.277458190918
2021-05-12,34.5736274719238
2021-05-13,34.930778503418
2021-05-14,34.8610916137695
2021-05-17,34.9394874572754
2021-05-18,34.8872261047363
2021-05-19,34.6955871582031
2021-05-20,34.9482002258301
2021-05-21,34.8001098632812
2021-05-24,34.6781616210938
2021-05-25,34.2600402832031
2021-05-26,33.902889251709
2021-05-27,33.6676940917969
2021-05-28,33.7373847961426
2021-06-01,33.5370330810547
2021-06-02,33.7896461486816
2021-06-03,33.9464454650879
2021-06-04,34.1032447814941
2021-06-07,33.9638710021973
2021-06-08,33.8419151306152
2021-06-09,34.6781616210938
2021-06-10,35.4360122680664
2021-06-11,34.9743347167969
2021-06-14,34.5213623046875
2021-06-15,34.4865226745605
2021-06-16,34.2339057922363
2021-06-17,34.3907012939453
2021-06-18,33.8070755004883
2021-06-21,34.3384399414062
2021-06-22,34.5039443969727
2021-06-23,34.0161399841309
2021-06-24,34.1380882263184
2021-06-25,33.9551544189453
2021-06-28,34.0771102905273
2021-06-29,34.059684753418
2021-06-30,34.1119575500488
2021-07-01,34.4603881835938
2021-07-02,34.608470916748
2021-07-06,34.2251930236816
2021-07-07,34.277458190918
2021-07-08,34.1903495788574
2021-07-09,34.5039443969727
2021-07-12,34.6346092224121
2021-07-13,34.5387878417969
2021-07-14,34.8001098632812
2021-07-15,34.9220657348633
2021-07-16,35.148551940918
2021-07-19,34.9743347167969
2021-07-20,35.7583084106445
2021-07-21,35.7321853637695
2021-07-22,36.1241836547852
2021-07-23,36.3071136474609
2021-07-26,36.4203491210938
2021-07-27,36.6729621887207
2021-07-28,37.8489379882812
2021-07-29,37.6116218566895
2021-07-30,37.6291961669922
2021-08-02,38.640022277832
2021-08-03,40.1518707275391
2021-08-04,39.7211761474609
2021-08-05,39.6069030761719
2021-08-06,39.6156883239746
2021-08-09,40.4155616760254
2021-08-10,42.3581123352051
2021-08-11,40.7056312561035
2021-08-12,41.523078918457
2021-08-13,42.6130104064941
2021-08-16,42.9909820556641
2021-08-17,44.3182411193848
2021-08-18,43.3425712585449
2021-08-19,42.8942909240723
2021-08-20,42.823974609375
2021-08-23,43.8875389099121
2021-08-24,42.5251197814941
2021-08-25,41.7604064941406
2021-08-26,41.6461296081543
2021-08-27,40.9605331420898
2021-08-30,41.1011734008789
2021-08-31,40.4946708679199
2021-09-01,40.4683074951172
2021-09-02,41.1714897155762
2021-09-03,41.1714897155762
2021-09-07,41.0923767089844
2021-09-08,40.8814239501953
2021-09-09,40.4595146179199
2021-09-10,40.07275390625
2021-09-13,39.1849899291992
2021-09-14,39.2992515563965
2021-09-15,39.3520011901855
2021-09-16,39.088306427002
2021-09-17,38.5784950256348
2021-09-20,38.8509788513184
2021-09-21,38.6048622131348
2021-09-22,38.6312294006348
2021-09-23,38.8421821594238
2021-09-24,38.622444152832
2021-09-27,38.2972183227539
2021-09-28,37.8313598632812
2021-09-29,38.2620620727539
2021-09-30,37.8049926757812
2021-10-01,37.7346687316895
2021-10-04,37.2863883972168
2021-10-05,37.1984939575195
2021-10-06,36.9348030090332
2021-10-07,37.5676612854004
2021-10-08,37.3127593994141
2021-10-11,36.9699630737305
2021-10-12,36.7853660583496
2021-10-13,36.4074058532715
2021-10-14,36.6271553039551
2021-10-15,36.468936920166
2021-10-18,36.319507598877
2021-10-19,36.9963302612305
2021-10-20,37.6204032897949
2021-10-21,37.6731414794922
2021-10-22,37.9368362426758
2021-10-25,37.928050994873
2021-10-26,38.2884330749512
2021-10-27,37.769832611084
2021-10-28,37.9544143676758
2021-10-29,38.4466438293457
2021-11-01,38.3587493896484
2021-11-02,39.9497032165527
2021-11-03,39.395938873291
2021-11-04,38.8816566467285
2021-11-05,43.1023368835449
2021-11-08,42.8540649414062
2021-11-09,41.9407653808594
2021-11-10,43.4658851623535
2021-11-11,44.4944534301758
2021-11-12,44.0954437255859
2021-11-15,44.0245018005371
2021-11-16,43.980167388916
2021-11-17,45.106273651123
2021-11-18,45.585090637207
2021-11-19,45.0442047119141
2021-11-22,45.3988876342773
2021-11-23,45.29248046875
2021-11-24,45.1240005493164
2021-11-26,47.8816375732422
2021-11-29,46.4629173278809
2021-11-30,47.6422309875488
2021-12-01,48.4845962524414
2021-12-02,47.030403137207
2021-12-03,48.1210403442383
2021-12-06,45.6471557617188
2021-12-07,45.8599662780762
2021-12-08,45.5762176513672
2021-12-09,46.1791763305664
2021-12-10,46.7998657226562
2021-12-13,48.945671081543
2021-12-14,49.2471466064453
2021-12-15,52.1377754211426
2021-12-16,54.3101844787598
2021-12-17,52.7407341003418
2021-12-20,54.1062469482422
2021-12-21,52.2707824707031
2021-12-22,52.8028030395508
2021-12-23,52.0579719543457
2021-12-27,52.4924545288086
2021-12-28,51.4372863769531
2021-12-29,51.0560111999512
2021-12-30,51.7831001281738
2021-12-31,52.359447479248
2022-01-03,50.2313804626465
2022-01-04,48.3515815734863
2022-01-05,49.3269462585449
2022-01-06,48.62646484375
2022-01-07,49.4067573547363
2022-01-10,49.8678398132324
2022-01-11,50.2668495178223
2022-01-12,50.2313804626465
2022-01-13,49.2471466064453
2022-01-14,48.7239875793457
2022-01-18,47.979175567627
2022-01-19,47.4737548828125
2022-01-20,47.925968170166
2022-01-21,46.8087348937988
2022-01-24,45.7003631591797
2022-01-25,46.5870552062988
2022-01-26,47.0038032531738
2022-01-27,47.6828193664551
2022-01-28,48.5405235290527
2022-01-31,47.0752830505371
2022-02-01,47.4147872924805
2022-02-02,48.12060546875
2022-02-03,47.6917533874512
2022-02-04,47.3522453308105
2022-02-07,47.539867401123
2022-02-08,46.1907730102539
2022-02-09,45.9852828979492
2022-02-10,45.2079887390137
2022-02-11,45.3688163757324
2022-02-14,44.493236541748
2022-02-15,44.4843063354492
2022-02-16,44.3860359191895
2022-02-17,43.6891479492188
2022-02-18,43.3585777282715
2022-02-22,42.4651374816895
2022-02-23,41.8754653930664
2022-02-24,41.0624389648438
2022-02-25,42.6348915100098
2022-02-28,41.9380035400391
2022-03-01,40.8748168945312
2022-03-02,42.6170234680176
2022-03-03,42.7331619262695
2022-03-04,43.4657897949219
2022-03-07,42.8671875
2022-03-08,42.3847274780273
2022-03-09,43.5551300048828
2022-03-10,43.9571838378906
2022-03-11,44.9131622314453
2022-03-14,46.6821670532227
2022-03-15,46.646427154541
2022-03-16,47.2807693481445
2022-03-17,48.4601097106934
2022-03-18,48.7013397216797
2022-03-21,48.4154357910156
2022-03-22,47.3879890441895
2022-03-23,46.6285591125488
2022-03-24,46.9859313964844
2022-03-25,47.155689239502
2022-03-28,47.6024055480957
2022-03-29,47.1199493408203
2022-03-30,46.851921081543
2022-03-31,46.2533187866211
2022-04-01,46.0746307373047
2022-04-04,45.5117607116699
2022-04-05,45.7797927856445
2022-04-06,47.2360954284668
2022-04-07,49.2820739746094
